"","X","file","tier_num","tier_name","tier_type","tier_xmin","tier_xmax","xmin","xmax","text","annotation_num","word","rate","Word","WFfreqcount","spell.check.OK..1.0.","CUMfreqcount","SUBTLEX","lgSUBTLEX","Google00","Google00cum","Google00pm","lgGoogle00","duration","length","log_freq","log_duration","log_freq_z","duration_z","length_z","rate_z"
"150",12350,"0c04178f9642100d6f827e1a899bd5bb.TextGrid",1,"ORT-MAU","IntervalTier",0,2.449977,1.317098,1.66712,"gehen",6,"gehen",11.4286787182084,"gehen",31102,1,36581,1440.25,4.563,1145358,1231657,203.56767,6.09,0.350022,5,10.3450274047813,-1.04975926933125,0.855351897183064,-0.501746039153714,-0.414870598394198,0.0199782772176678
"151",12361,"0c04178f9642100d6f827e1a899bd5bb.TextGrid",1,"ORT-MAU","IntervalTier",0,2.449977,1.96712,2.449977,"trinken",8,"trinken",11.4286787182084,"trinken",3362,1,4039,159.02,3.606,76151,110519,18.26653,5.043,0.482857,7,8.12029131396856,-0.728034735418418,0.0314585588327467,0.471269883159209,1.08162691724202,0.0199782772176678
"152",12375,"0c04987fbc1dde53b8b4ac92b25dcde2.TextGrid",1,"ORT-MAU","IntervalTier",0,9.709977,0.147075,0.502086,"gibt",2,"gibt",12.7703701048931,"gibt",26663,1,29062,1144.22,4.463,3566908,3695631,610.8121,6.568,0.355011,4,10.1910321155339,-1.03560650407128,0.798322349511239,-0.465201631155676,-1.16311935621231,1.40974777399618
"153",12444,"0c04987fbc1dde53b8b4ac92b25dcde2.TextGrid",1,"ORT-MAU","IntervalTier",0,9.709977,4.42712,5.057098,"Beispiel",13,"beispiel",12.7703701048931,"Beispiel",1908,1,1923,75.71,3.284,2575042,2591718,428.3579,6.414,0.629977999999999,8,7.55381085200823,-0.46207038084122,-0.178327887677513,1.54893070678701,1.82987567506012,1.40974777399618
"154",12495,"0c04987fbc1dde53b8b4ac92b25dcde2.TextGrid",1,"ORT-MAU","IntervalTier",0,9.709977,6.847075,7.377098,"Iran",21,"iran",12.7703701048931,"Iran",65,1,67,2.64,1.833,62686,63956,10.57062,4.806,0.530023,4,4.17438726989564,-0.634834877151144,-1.42984018536735,0.816760672422664,-1.16311935621231,1.40974777399618
"155",12511,"0c04987fbc1dde53b8b4ac92b25dcde2.TextGrid",1,"ORT-MAU","IntervalTier",0,9.709977,7.937098,8.217098,"seinem",24,"seinem",12.7703701048931,"seinem",5592,1,5627,221.54,3.75,2303140,2316996,382.95198,6.365,0.28,6,8.62909228391365,-1.27296567581289,0.219884382198968,-1.01465695052643,0.33337815942391,1.40974777399618
"156",12590,"0c07e68e317cc7691b9d185040390097.TextGrid",1,"ORT-MAU","IntervalTier",0,3.570023,2.287075,2.48712,"dass",8,"dass",12.0447403280035,"dass",123254,1,141710,5579.35,5.151,19137820,19656969,3248.89433,7.294,0.200045,4,11.7220025457394,-1.60921293774281,1.36529132343425,-1.60032705304858,-1.16311935621231,0.658115811621247
"157",12603,"0c07e68e317cc7691b9d185040390097.TextGrid",1,"ORT-MAU","IntervalTier",0,3.570023,2.667075,3.207075,"Knoten",11,"knoten",12.0447403280035,"Knoten",217,1,227,8.94,2.358,113860,115053,19.0159,5.061,0.54,6,5.37989735354046,-0.616186139423817,-0.983399939564409,0.889842163422146,0.33337815942391,0.658115811621247
"158",12621,"0c0ac31021ba56b5a0111f1fc686a4e0.TextGrid",1,"ORT-MAU","IntervalTier",0,3.02,0.217098,0.497098,"muss",2,"muss",11.2582781456954,"muss",41814,1,48010,1890.23,4.681,3399069,3438224,568.268,6.536,0.28,4,10.6409864906666,-1.27296567581289,0.964955332975785,-1.01465695052643,-1.16311935621231,-0.156528421910316
"159",12663,"0c0ac31021ba56b5a0111f1fc686a4e0.TextGrid",1,"ORT-MAU","IntervalTier",0,3.02,2.607075,3.02,"lassen",9,"lassen",11.2582781456954,"lassen",16592,1,20701,815.03,4.316,2763737,2856921,472.19052,6.456,0.412925,6,9.71667593046931,-0.884489300574983,0.622652568949882,-0.0409817785202226,0.33337815942391,-0.156528421910316
"160",12685,"0c13745877366bc3e885c7b35840dd93.TextGrid",1,"ORT-MAU","IntervalTier",0,2.749977,0.827075,1.227075,"neue",4,"neue",10.9091821495234,"neue",5347,1,5920,233.08,3.772,2514126,3052233,504.47159,6.485,0.4,4,8.58429093494873,-0.916290731874155,0.203292961259769,-0.135657359473244,-1.16311935621231,-0.518133908643136
"161",12773,"0c18ae660d002202d45c1a7555bad772.TextGrid",1,"ORT-MAU","IntervalTier",0,3.590023,0.257098,0.777098,"zwölf",2,"zwölf",10.3063406557562,"zwölf",457,1,606,23.86,2.783,148420,165090,27.286,5.218,0.52,5,6.12468339089421,-0.653926467406664,-0.707581042569792,0.743342231579947,-0.414870598394198,-1.14257759796298
"162",12862,"0c19ef9d10feb690d02c673f28ffc867.TextGrid",1,"ORT-MAU","IntervalTier",0,6.750023,2.28712,2.86712,"heute",5,"heute",10.5184826777627,"heute",19929,1,24453,962.75,4.388,2099096,2357105,389.58117,6.372,0.58,5,9.89993123633335,-0.544727175441672,0.690518068297079,1.18284202710654,-0.414870598394198,-0.922833688077658
"163",12949,"0c1d777bca7744e46028657f507c02e4.TextGrid",1,"ORT-MAU","IntervalTier",0,12.250023,0.687075,1.137098,"wünsche",4,"wünsche",11.2652849713017,"wünsche",794,1,1186,46.69,3.074,46232,225160,37.21434,5.352,0.450023,7,6.67708346124714,-0.798456586412789,-0.503009030659037,0.230760945053871,1.08162691724202,-0.149270514023656
"164",12982,"0c1d777bca7744e46028657f507c02e4.TextGrid",1,"ORT-MAU","IntervalTier",0,12.250023,2.36712,2.92712,"schaffen",11,"schaffen",11.2652849713017,"schaffen",3350,1,3588,141.27,3.555,492588,542541,89.67091,5.734,0.56,8,8.11671562481911,-0.579818495252942,0.0301343629056841,1.03634209526434,1.82987567506012,-0.149270514023656
"165",13013,"0c1d777bca7744e46028657f507c02e4.TextGrid",1,"ORT-MAU","IntervalTier",0,12.250023,4.22712,4.517098,"Billion",16,"billion",11.2652849713017,"Billion",11,1,12,0.47,1.114,2493,6682,1.1044,3.825,0.289978,7,2.39789527279837,-1.23795022094826,-2.08773391401469,-0.941568134530364,1.08162691724202,-0.149270514023656
"166",13198,"0c277d1434a352ae7c719d51e26e06ed.TextGrid",1,"ORT-MAU","IntervalTier",0,4.24,2.977098,3.417098,"danach",11,"danach",12.0283018867925,"danach",2294,1,3212,126.46,3.507,516103,785560,129.83698,5.895,0.44,6,7.73805229768932,-0.820980552069829,-0.110097188148013,0.157342504211156,0.33337815942391,0.641088316031455
"167",13472,"0c3e541af398320a032bbb472dfc97a9.TextGrid",1,"ORT-MAU","IntervalTier",0,2.68,0,0.537098,"Woher",1,"woher",11.1940298507463,"Woher",4658,1,5816,228.99,3.765,44720,95520,15.7875,4.98,0.537098,5,8.44634145044429,-0.621574705779016,0.152205705660588,0.868585023311843,-0.414870598394198,-0.223078987432632
"168",13649,"0c467b0ee3b8f62da9750fb819bc1b60.TextGrid",1,"ORT-MAU","IntervalTier",0,3.68,1.657098,2.177098,"Wegener",7,"wegener",11.6847826086957,"Wegener",12,0,12,0.47,1.114,14383,15071,2.49093,4.178,0.52,7,2.484906649788,-0.653926467406664,-2.055510723966,0.743342231579947,1.08162691724202,0.285259383243875
"169",13757,"0c482319b110b0c2ae1136b4feb180cc.TextGrid",1,"ORT-MAU","IntervalTier",0,5.069977,4.302086,4.657098,"Ärger",12,"ärger",12.4260918737896,"Ärger",2265,1,2307,90.83,3.363,63679,66636,11.01357,4.824,0.355012,5,7.72533003791713,-1.03560368726112,-0.114808661620461,-0.465194306159082,-0.414870598394198,1.05313269191326
"170",13763,"0c482319b110b0c2ae1136b4feb180cc.TextGrid",1,"ORT-MAU","IntervalTier",0,5.069977,4.657098,4.977098,"machen",13,"machen",12.4260918737896,"machen",35975,1,38895,1531.36,4.59,2290321,2345984,387.7431,6.37,0.319999999999999,6,10.4905795317556,-1.13943428318837,0.909254662680533,-0.721657086842041,0.33337815942391,1.05313269191326
"171",13826,"0c4b8ce238274336f3b4666e2a9eacd1.TextGrid",1,"ORT-MAU","IntervalTier",0,5.129977,3.467075,3.717098,"über",11,"über",9.74663239230897,"über",29926,1,31806,1252.25,4.503,13777397,14673263,2425.18981,7.167,0.250023,4,10.3064829467434,-1.38620236535163,0.841077609846735,-1.23423837336811,-1.16311935621231,-1.72234242268614
"172",14048,"0c54dec51a9cb530ca28244abf034283.TextGrid",1,"ORT-MAU","IntervalTier",0,4.389977,2.28712,2.437098,"wenn",8,"wenn",10.9339980596709,"wenn",65002,1,114924,4524.75,5.06,8732991,11670293,1928.86038,7.067,0.149978,4,11.0821733176352,-1.89726666230915,1.12834140344429,-1.96706765742575,-1.16311935621231,-0.492428746263721
"173",14335,"0c60799fa6b3b3180cc633e07577cd11.TextGrid",1,"ORT-MAU","IntervalTier",0,5.5,0,0.507075,"Manche",1,"manche",10.9090909090909,"Manche",971,1,1545,60.83,3.189,137311,379107,62.65862,5.579,0.507075,6,6.87832646829133,-0.679096357337286,-0.428482090777047,0.648666650626927,0.33337815942391,-0.518228418581278
"174",14395,"0c60799fa6b3b3180cc633e07577cd11.TextGrid",1,"ORT-MAU","IntervalTier",0,5.5,3.857098,4.077098,"wenn",11,"wenn",10.9090909090909,"wenn",65002,1,114924,4524.75,5.06,8732991,11670293,1928.86038,7.067,0.22,4,11.0821733176352,-1.51412773262977,1.12834140344429,-1.45415674605303,-1.16311935621231,-0.518228418581278
"175",14467,"0c61449ca886038259387ec2cc86425a.TextGrid",1,"ORT-MAU","IntervalTier",0,3.909977,2.567075,2.897098,"gegen",9,"gegen",10.7417511663112,"gegen",8966,1,9562,376.47,3.981,3946755,4156741,687.02414,6.619,0.330023,5,9.10119492471538,-1.10859292998063,0.39471960080328,-0.648238645999318,-0.414870598394198,-0.691564606338024
"176",14484,"0c61449ca886038259387ec2cc86425a.TextGrid",1,"ORT-MAU","IntervalTier",0,3.909977,3.297098,3.909977,"gefahren",12,"gefahren",10.7417511663112,"gefahren",1159,1,1310,51.58,3.118,58635,223737,36.97914,5.35,0.612879,8,7.05531284333975,-0.489587752415681,-0.36293818380159,1.42368059005852,1.82987567506012,-0.691564606338024
"177",14535,"0c6504b41c7bff081ddbc558c6db5abe.TextGrid",1,"ORT-MAU","IntervalTier",0,3.650023,0.297098,0.697098,"riecht",2,"riecht",11.232805930264,"riecht",790,1,951,37.44,2.979,12904,13230,2.18665,4.122,0.4,6,6.67203294546107,-0.916290731874155,-0.504879403656786,-0.135657359473243,0.33337815942391,-0.182913407588285
"178",14588,"0c6504b41c7bff081ddbc558c6db5abe.TextGrid",1,"ORT-MAU","IntervalTier",0,3.650023,3.017098,3.650023,"Glühwein",13,"glühwein",11.232805930264,"Glühwein",8,1,8,0.31,0.954,910,910,0.1504,2.96,0.632925,8,2.07944154167984,-0.457403347269997,-2.2056678607533,1.57051747174396,1.82987567506012,-0.182913407588285
"179",14686,"0c66c9b4da09fa97fab8584242d5770a.TextGrid",1,"ORT-MAU","IntervalTier",0,2.349977,0.767075,1.157098,"kommt",2,"kommt",13.1916184711595,"kommt",19609,1,25025,985.28,4.398,2100476,2155047,356.18513,6.333,0.390023,5,9.88374392349952,-0.94154956723839,0.684523371099211,-0.208738850472724,-0.414870598394198,1.84609113567746
"180",14738,"0c6d4786ce6af7d97c326e483e342e65.TextGrid",1,"ORT-MAU","IntervalTier",0,3.2,0.777098,1.12712,"Wald",5,"wald",12.1875,"Wald",1234,1,1242,48.9,3.094,138719,141699,23.41994,5.151,0.350022,4,7.11801620446533,-1.04975926933125,-0.339717055804935,-0.501746039153713,-1.16311935621231,0.805991127420278
"181",14762,"0c6d4786ce6af7d97c326e483e342e65.TextGrid",1,"ORT-MAU","IntervalTier",0,3.2,2.307075,2.617098,"schallt",9,"schallt",12.1875,"schallt",9,1,9,0.35,1,1923,1986,0.32825,3.298,0.310023,7,2.19722457733622,-1.17110879070676,-2.16204890799359,-0.79473857784152,1.08162691724202,0.805991127420278
"182",14815,"0c6d5fedd442e2a22f5bcac17949a3cd.TextGrid",1,"ORT-MAU","IntervalTier",0,2.849977,2.157098,2.48712,"sicher",8,"sicher",10.1755207147286,"sicher",18773,1,22062,868.62,4.344,663439,734347,121.37252,5.866,0.330022,6,9.84017494632436,-1.10859596007707,0.668388338183809,-0.648245970995911,0.33337815942391,-1.27808533499911
"183",14842,"0c6e3e540633458e8e55ab3c9458c8f0.TextGrid",1,"ORT-MAU","IntervalTier",0,1.229977,0.737098,1.197415,"schon",3,"schon",10.5693033284362,"schon",65985,1,71833,2828.18,4.856,4379141,4823385,797.20674,6.683,0.460317,5,11.0971827224509,-0.775839896405559,1.13389988235393,0.30616445997305,-0.414870598394198,-0.870191932444874
"184",14865,"0c7008ed8d6e1b89c267f253b5a76a86.TextGrid",1,"ORT-MAU","IntervalTier",0,2.969977,0.637098,1.02712,"leid",4,"leid",10.7744942132548,"Leid",11689,1,23004,905.7,4.362,95006,126388,20.88935,5.102,0.390022,4,9.36640350760777,-0.941552131193033,0.492935108530556,-0.208746175469316,-1.16311935621231,-0.657648246491484
"185",14902,"0c72a94dc2dd1d0afddf771a63079a7c.TextGrid",1,"ORT-MAU","IntervalTier",0,3.04,0,0.167075,"Wenn",1,"wenn",10.1973684210526,"wenn",65002,1,114924,4524.75,5.06,8732991,11670293,1928.86038,7.067,0.167075,4,11.0821733176352,-1.789312465585,1.12834140344429,-1.84183219069045,-1.16311935621231,-1.25545473892836
"186",14956,"0c76fb87c771313eed432328fa65e3f1.TextGrid",1,"ORT-MAU","IntervalTier",0,4.089977,0.076871,0.446848,"Früher",2,"früher",12.4695077747381,"früher",3017,1,3830,150.79,3.583,475354,530555,87.68987,5.725,0.369977,6,8.01201823915906,-0.994314437438176,-0.00863854096557788,-0.355575732158159,0.33337815942391,1.09810435634533
"187",15086,"0c7f0250e52a0d18859fca6e8078bdee.TextGrid",1,"ORT-MAU","IntervalTier",0,3.04,2.057098,2.34712,"mehr",7,"mehr",11.8421052631579,"mehr",43481,1,45770,1802.04,4.661,6973403,7184635,1187.473,6.856,0.290022,4,10.6800793400507,-1.23779849681003,0.979432707760924,-0.941245834680308,-1.16311935621231,0.448219530781269
"188",15096,"0c7f0250e52a0d18859fca6e8078bdee.TextGrid",1,"ORT-MAU","IntervalTier",0,3.04,2.517098,3.007075,"Gästen",9,"gästen",11.8421052631579,"Gästen",128,1,129,5.08,2.114,31507,31549,5.2144,4.499,0.489977,6,4.85203026391962,-0.713396827754634,-1.17888657749372,0.523423858895032,0.33337815942391,0.448219530781269
"189",15167,"0c8131d10ab17a5538104a29f8b47cdd.TextGrid",1,"ORT-MAU","IntervalTier",0,1.92,0.917098,1.267075,"hinter",4,"hinter",11.9791666666667,"hinter",5836,1,6411,252.41,3.807,702202,792680,131.01377,5.899,0.349977,6,8.67180090964268,-1.04988784094367,0.235700798525181,-0.502075664000358,0.33337815942391,0.590192386590431
"190",15241,"0c8688b7d4777d78e6ecf0193117fb7d.TextGrid",1,"ORT-MAU","IntervalTier",0,5.02,3.42712,3.807075,"ihnen",9,"ihnen",11.9521912350598,"Ihnen",26918,1,40392,1590.3,4.606,808327,2953056,488.07967,6.47,0.379955,5,10.2005504867937,-0.967702454326663,0.801847317126604,-0.282486916162085,-0.414870598394198,0.562250318554696
"191",15274,"0c8872ba246a30d6a7a70d28747c55b8.TextGrid",1,"ORT-MAU","IntervalTier",0,3.330023,0,0.257098,"Wenn",1,"wenn",11.4113325943995,"wenn",65002,1,114924,4524.75,5.06,8732991,11670293,1928.86038,7.067,0.257098,4,11.0821733176352,-1.35829794381484,1.12834140344429,-1.18241402247894,-1.16311935621231,0.00201057317171571
"192",15339,"0c8b0eb93477868749cd57bd2ec62dca.TextGrid",1,"ORT-MAU","IntervalTier",0,5.3,0.16712,0.377098,"geht",2,"geht",11.5094339622642,"geht",30722,1,35289,1389.39,4.548,2466339,2536409,419.21645,6.404,0.209978,4,10.3327342893091,-1.56075251565734,0.850799350035142,-1.52756786189915,-1.16311935621231,0.103627301134394
"193",15347,"0c8b0eb93477868749cd57bd2ec62dca.TextGrid",1,"ORT-MAU","IntervalTier",0,5.3,0.427075,0.917098,"darum",4,"darum",11.5094339622642,"darum",3928,1,6069,238.95,3.783,623365,709422,117.25293,5.851,0.490023,5,8.27588566947436,-0.713302950203544,0.0890802936153675,0.523760808738268,-0.414870598394198,0.103627301134394
"194",15450,"0c8f79060a50bf3f48494cafc9d67722.TextGrid",1,"ORT-MAU","IntervalTier",0,3.56,0.407075,0.617098,"nicht",3,"nicht",11.5168539325843,"nicht",422376,1,443722,17470.06,5.647,38334374,39503887,6529.18334,7.597,0.210023,5,12.9536511915782,-1.56053823045244,1.8214115431247,-1.52723823705251,-0.414870598394198,0.111313158344343
"195",15461,"0c8f79060a50bf3f48494cafc9d67722.TextGrid",1,"ORT-MAU","IntervalTier",0,3.56,0.837098,1.417098,"Freibad",5,"freibad",11.5168539325843,"Freibad",6,1,6,0.24,0.845,2661,2661,0.43981,3.425,0.58,7,1.79175946922805,-0.544727175441672,-2.31220604478089,1.18284202710654,1.08162691724202,0.111313158344343
"196",15597,"0c989ee9ce510364bdda07b7d51d453c.TextGrid",1,"ORT-MAU","IntervalTier",0,4.929977,0.647075,0.977098,"gleich",4,"gleich",11.7647607686608,"gleich",11641,1,12916,508.52,4.111,954409,1014288,167.64103,6.006,0.330023,6,9.36228862824824,-1.10859292998063,0.491411232639643,-0.648238645999319,0.33337815942391,0.368103477072799
"197",15839,"0c9b1a34e2ca8c79b8196340e1d912c3.TextGrid",1,"ORT-MAU","IntervalTier",0,10.349977,10.037098,10.349977,"bringen",27,"bringen",12.0773215244826,"bringen",9172,1,10407,409.74,4.017,834140,845782,139.79044,5.927,0.312879000000001,7,9.1239106439778,-1.16193874465351,0.40313198277228,-0.773818387574448,1.08162691724202,0.691864521260867
"198",15909,"0ca28e6f75df539f3ae81445c028db61.TextGrid",1,"ORT-MAU","IntervalTier",0,11.54,3.50712,3.897098,"machen",10,"machen",11.8717504332756,"machen",35975,1,38895,1531.36,4.59,2290321,2345984,387.7431,6.37,0.389978,6,10.4905795317556,-0.941664951705973,0.909254662680533,-0.209068475319368,0.33337815942391,0.478927004620089
"199",15923,"0ca28e6f75df539f3ae81445c028db61.TextGrid",1,"ORT-MAU","IntervalTier",0,11.54,4.437098,5.00712,"Menschen",13,"menschen",11.8717504332756,"Menschen",11346,1,11425,449.82,4.058,4310378,4321380,714.2356,6.636,0.570022,8,9.33662053788651,-0.562080322407139,0.481905490028403,1.10975321111047,1.82987567506012,0.478927004620089
"200",16014,"0ca28e6f75df539f3ae81445c028db61.TextGrid",1,"ORT-MAU","IntervalTier",0,11.54,10.087075,10.307075,"eine",27,"eine",11.8717504332756,"eine",118709,1,135672,5341.63,5.132,35990222,40329449,6665.63183,7.606,0.219999999999999,4,11.6844303991219,-1.51412773262978,1.35137711516773,-1.45415674605304,-1.16311935621231,0.478927004620089
"201",16062,"0ca48405a7f80e5e13d2b43a56080574.TextGrid",1,"ORT-MAU","IntervalTier",0,4.38,0.857098,1.277098,"Opfer",5,"opfer",12.3287671232877,"Opfer",1876,1,1896,74.65,3.278,441847,443198,73.25155,5.647,0.42,5,7.53689712956617,-0.867500567704723,-0.184591598373027,0.0108425723689555,-0.414870598394198,0.952320410585775
"202",16125,"0ca48405a7f80e5e13d2b43a56080574.TextGrid",1,"ORT-MAU","IntervalTier",0,4.38,4.047075,4.38,"fragt",18,"fragt",12.3287671232877,"fragt",980,1,1119,44.06,3.049,204767,218807,36.16432,5.34,0.332924999999999,5,6.88755257166462,-1.09983803959393,-0.42506535962427,-0.62698150588902,-0.414870598394198,0.952320410585775
"203",16142,"0ca7a64d8a141239f4b5805a6626cb44.TextGrid",1,"ORT-MAU","IntervalTier",0,3.82,0.237098,0.947075,"Bücherei",3,"bücherei",10.9947643979058,"Bücherei",126,1,126,4.96,2.104,9313,9362,1.54735,3.971,0.709977,8,4.83628190695148,-0.342522703837682,-1.18471871481985,2.13492310915921,1.82987567506012,-0.429484909739236
"204",16150,"0ca7a64d8a141239f4b5805a6626cb44.TextGrid",1,"ORT-MAU","IntervalTier",0,3.82,0.947075,1.257098,"fiel",4,"fiel",10.9947643979058,"fiel",1023,1,1081,42.56,3.034,246867,248910,41.13972,5.396,0.310023,4,6.93049476595163,-1.17110879070676,-0.409162445137776,-0.794738577841517,-1.16311935621231,-0.429484909739236
"205",16174,"0ca7a64d8a141239f4b5805a6626cb44.TextGrid",1,"ORT-MAU","IntervalTier",0,3.82,2.457098,2.86712,"Zeit",9,"zeit",10.9947643979058,"Zeit",26937,1,27207,1071.18,4.435,4668850,4733142,782.29142,6.675,0.410022,4,10.2012560851889,-0.891544462186766,0.802108623543937,-0.0622462436271168,-1.16311935621231,-0.429484909739236
"206",16203,"0ca9371b10368eeda1f54e1833a4f95e.TextGrid",1,"ORT-MAU","IntervalTier",0,2.569977,0.227075,0.727075,"welcher",2,"welcher",11.2841476791427,"welcher",1193,1,2130,83.86,3.329,676235,717710,118.62276,5.856,0.5,7,7.08422642209792,-0.693147180559945,-0.352230529520665,0.596842299737749,1.08162691724202,-0.129731880740153
"207",16340,"0cab65dbcc9504f0454a80441ae2959b.TextGrid",1,"ORT-MAU","IntervalTier",0,5.069977,2.52712,2.917098,"Schnitt",8,"schnitt",10.2564567847152,"Schnitt",768,1,880,34.65,2.945,69468,85798,14.18065,4.933,0.389978,7,6.64378973314767,-0.941664951705973,-0.515338799076636,-0.209068475319368,1.08162691724202,-1.19424900544314
"208",16417,"0cab78a2f1ef322685e8aa98799713be.TextGrid",1,"ORT-MAU","IntervalTier",0,2.7,2.167075,2.657098,"anderen",8,"anderen",12.5925925925926,"anderen",14310,1,14785,582.11,4.17,5530213,5738595,948.47221,6.759,0.490023,7,9.5687138725505,-0.713302950203545,0.567857326336013,0.523760808738267,1.08162691724202,1.22559979014506
"209",16506,"0cadb1afccd073840c8d07f85f8dcc77.TextGrid",1,"ORT-MAU","IntervalTier",0,5.58,1.766667,1.966667,"sich",7,"sich",11.2903225806452,"sich",83233,1,83756,3297.61,4.923,42974698,43116211,7126.2265,7.635,0.2,4,11.329399182786,-1.6094379124341,1.21989731616885,-1.60065667789523,-1.16311935621231,-0.123335708089011
"210",16710,"0cb0421461081a5fa937b7a6d053ac5b.TextGrid",1,"ORT-MAU","IntervalTier",0,11,2.447075,2.867075,"zwar",8,"zwar",11.7272727272727,"zwar",3415,1,3486,137.25,3.542,2296258,2747272,454.06779,6.439,0.42,4,8.13593277200489,-0.867500567704723,0.037251107949667,0.0108425723689546,-1.16311935621231,0.329272090859693
"211",16776,"0cb0421461081a5fa937b7a6d053ac5b.TextGrid",1,"ORT-MAU","IntervalTier",0,11,6.047075,6.367075,"gibt",20,"gibt",11.7272727272727,"gibt",26663,1,29062,1144.22,4.463,3566908,3695631,610.8121,6.568,0.319999999999999,4,10.1910321155339,-1.13943428318837,0.798322349511239,-0.721657086842041,-1.16311935621231,0.329272090859693
"212",16846,"0cb0421461081a5fa937b7a6d053ac5b.TextGrid",1,"ORT-MAU","IntervalTier",0,11,9.817098,10.057098,"sehr",33,"sehr",11.7272727272727,"sehr",30737,1,36600,1441,4.563,4414896,4573053,755.83199,6.66,0.24,4,10.333222419617,-1.42711635564014,0.850980120828864,-1.30765681421083,-1.16311935621231,0.329272090859693
"213",16902,"0cb4a5b3666d4ee21f99ac0021bb83bd.TextGrid",1,"ORT-MAU","IntervalTier",0,3.450023,2.366621,2.826621,"Früchte",8,"früchte",9.85500676372303,"Früchte",154,1,156,6.14,2.196,51505,51726,8.54925,4.714,0.46,7,5.03695260241363,-0.776528789498996,-1.11040372084095,0.303842436053352,1.08162691724202,-1.61008456881709
"214",16922,"0cbe54183fc5113eeb11749af2f728d3.TextGrid",1,"ORT-MAU","IntervalTier",0,2.849977,0,0.527075,"Nein",1,"nein",8.0702405668537,"Nein",77019,1,93036,3662.98,4.969,305231,480088,79.34871,5.681,0.527075,4,11.251807423644,-0.64041242557608,1.19116252208161,0.795166582469125,-1.16311935621231,-3.45880599902576
"215",17027,"0ccb4cd8a116e1d01f084c363333275e.TextGrid",1,"ORT-MAU","IntervalTier",0,10.569977,0.827075,1.422086,"gerechte",4,"gerechte",11.7313405696152,"gerechte",46,1,51,2.01,1.716,38809,48111,7.95176,4.682,0.595011,8,3.8286413964891,-0.519175386212439,-1.55788131484698,1.2927975509507,1.82987567506012,0.333485700085643
"216",17054,"0ccb4cd8a116e1d01f084c363333275e.TextGrid",1,"ORT-MAU","IntervalTier",0,10.569977,2.367075,2.80712,"haben",6,"haben",11.7313405696152,"haben",106711,1,116275,4577.94,5.065,8403634,8569719,1416.39901,6.933,0.440045,5,11.5778795247597,-0.820878284572056,1.31191780314191,0.157672129057799,-0.414870598394198,0.333485700085643
"217",17158,"0ccb4cd8a116e1d01f084c363333275e.TextGrid",1,"ORT-MAU","IntervalTier",0,10.569977,8.577098,8.887075,"auch",26,"auch",11.7313405696152,"auch",69295,1,73515,2894.41,4.866,29153110,32379659,5351.69438,7.51,0.309977,4,11.1461280325029,-1.17125717780381,1.15202594910937,-0.795075527684755,-1.16311935621231,0.333485700085643
"218",17169,"0ccb4cd8a116e1d01f084c363333275e.TextGrid",1,"ORT-MAU","IntervalTier",0,10.569977,9.112109,9.617098,"später",28,"später",11.7313405696152,"später",7096,1,7925,312.02,3.899,1559025,1686970,278.82159,6.227,0.504989,6,8.86728652398942,-0.68321863212223,0.308095585515291,0.633386707735786,0.33337815942391,0.333485700085643
"219",17218,"0ccbebc3588f3cd574f3ab1573ee07fc.TextGrid",1,"ORT-MAU","IntervalTier",0,2.969977,1.516916,1.866939,"sollte",5,"sollte",12.4580089340759,"sollte",15548,1,16580,652.78,4.22,2856899,2979653,492.47561,6.474,0.350023,6,9.65168729197211,-1.04975641237205,0.598585127176716,-0.501738714157121,0.33337815942391,1.08619346673298
"220",17267,"0ccc7d3466620405f1507e7870ae524a.TextGrid",1,"ORT-MAU","IntervalTier",0,2.529977,1.127075,1.587075,"könnten",3,"könnten",11.0672942876556,"könnten",6697,1,7933,312.34,3.899,731921,741152,122.49724,5.87,0.46,7,8.80941494391005,-0.776528789498996,0.286663825809457,0.303842436053352,1.08162691724202,-0.35435598711266
"221",17315,"0ccdf1bd932d94cbf1cd3045f40796cc.TextGrid",1,"ORT-MAU","IntervalTier",0,2.369977,1.24712,1.577098,"nicht",6,"nicht",11.8144606466645,"nicht",422376,1,443722,17470.06,5.647,38334374,39503887,6529.18334,7.597,0.329978,5,12.9536511915782,-1.1087292934106,1.8214115431247,-0.648568270845963,-0.414870598394198,0.419584298317266
"222",17380,"0cd421d4f2dd59c8e102ae50fe8bd29d.TextGrid",1,"ORT-MAU","IntervalTier",0,3.74,2.277098,2.617098,"voll",9,"voll",10.1604278074866,"voll",3274,1,3483,137.13,3.542,322252,341786,56.49022,5.534,0.34,4,8.09376775793108,-1.07880966137193,0.02163600899464,-0.57515715499984,-1.16311935621231,-1.29371908081488
"223",17389,"0cd421d4f2dd59c8e102ae50fe8bd29d.TextGrid",1,"ORT-MAU","IntervalTier",0,3.74,2.817098,3.147075,"diesem",11,"diesem",10.1604278074866,"diesem",13192,1,13296,523.49,4.124,5228899,5314945,878.45154,6.725,0.329977,6,9.48736586423943,-1.10873232392025,0.537731468975976,-0.648575595842557,0.33337815942391,-1.29371908081488
